acdnt_year,occrrnc_time_code,legaldong_name,acdnt_hdc,lrg_violt_1_dc,road_stle_dc,wrngdo_vhcle_asort_dc,acdnt_age_1_code,rdse_sttus_dc,road_div,lat,lng,near_crosswalk,near_traffic_light,near_child_zone,near_elderly_zone,near_disabled_zone,lanes,lengths,velocity,traffic_volume,elderly_hotspot,non_elderly_hotspot,all_hotspot
2021,0,서울특별시 강남구 삼성동,차대차,안전운전불이행,단일로 - 기타,기타불명,999, 서리/결빙,104.0,37.50569056848878,127.0517607405847,0,0,1,0,0,10.0,4059.0,20.1,65162,0,1,1
2021,9,서울특별시 강남구 청담동,차대차,안전운전불이행,단일로 - 기타,승용,56, 건조,102.0,37.52409550556595,127.05873511206195,0,0,0,0,0,8.0,41763.0,52.6,124471,0,0,0
2021,10,서울특별시 강남구 일원동,차대차,안전운전불이행,교차로 - 교차로안,승용,44, 건조,104.0,37.49568359383551,127.08581537866408,0,1,0,0,0,4.0,4498.0,20.7,134216.0,0,0,0
2021,10,서울특별시 강남구 수서동,차대차,안전운전불이행,교차로 - 교차로안,기타불명,999, 건조,105.0,37.48773452505937,127.10181988604798,0,1,1,0,0,,,,97512,1,1,1
2021,13,서울특별시 강남구 논현동,차대차,안전운전불이행,교차로 - 교차로안,이륜,37, 건조,104.0,37.5142354679075,127.03087772816264,0,1,0,1,0,5.0,3604.0,18.3,64676,0,1,1
2021,15,서울특별시 강남구 역삼동,차대차,차로위반,단일로 - 기타,승용,57, 건조,104.0,37.49333719723756,127.02967361187484,0,1,1,0,0,9.0,7816.0,21.6,53898,0,1,1
2021,16,서울특별시 강남구 압구정동,차대차,안전거리미확보,기타 - 기타,승용,34, 건조,102.0,37.523462715895995,127.01680960061138,1,1,0,0,0,8.0,41763.0,51.7,181307,0,1,1
2021,17,서울특별시 강남구 역삼동,차대차,안전거리미확보,단일로 - 기타,이륜,26, 건조,104.0,37.50208852847426,127.04090979996626,0,0,0,0,0,10.0,4059.0,15.2,65162,0,1,1
2021,17,서울특별시 강남구 청담동,차대차,안전거리미확보,교차로 - 교차로횡단보도내,승용,29, 기타,104.0,37.52364579186531,127.0400874009307,0,0,1,1,0,10.0,3279.0,15.5,125260,0,1,1
2021,17,서울특별시 강남구 삼성동,차대차,안전운전불이행,교차로 - 교차로안,원동기,49, 건조,104.0,37.513352489240475,127.056637126126,0,1,1,0,0,,,,65162,0,0,0
2021,18,서울특별시 강남구 역삼동,차대차,교차로운행방법위반,교차로 - 교차로안,승용,38, 건조,104.0,37.504465615714,127.02433145616102,0,1,1,0,0,9.0,7816.0,17.9,64676,1,1,1
2021,19,서울특별시 강남구 일원동,차대사람,안전운전불이행,교차로 - 교차로부근,승용,75, 건조,104.0,37.489878482614095,127.08315520591762,1,0,1,0,0,,,,134216.0,0,0,0
2021,19,서울특별시 강남구 대치동,차대차,안전운전불이행,단일로 - 기타,승용,52, 건조,104.0,37.49214775075049,127.05776928575672,1,1,0,0,0,8.0,32092.0,22.3,58894,0,0,0
2021,22,서울특별시 강남구 삼성동,차대차,안전운전불이행,단일로 - 기타,승용,66, 건조,104.0,37.50943371522621,127.06447884928536,1,0,0,0,0,10.0,4059.0,20.1,65162,0,1,1
2021,2,서울특별시 강남구 역삼동,차대차,안전운전불이행,단일로 - 기타,승용,24, 건조,,37.50460398850078,127.03417382996338,0,0,1,0,0,,,,53898,0,0,0
2021,8,서울특별시 강남구 삼성동,차대차,안전거리미확보,단일로 - 기타,승용,57, 건조,103.0,37.519412827299874,127.0574952603296,0,1,1,0,0,,,,124471,0,0,0
2021,10,서울특별시 강남구 청담동,차대차,안전운전불이행,교차로 - 교차로부근,이륜,54, 건조,103.0,37.52037449938462,127.05675401023468,1,1,0,0,0,,,,124471,1,1,1
2021,11,서울특별시 강남구 논현동,차대차,안전운전불이행,단일로 - 기타,승용,45, 건조,104.0,37.51289274259201,127.03551410481056,0,1,1,0,0,6.0,12051.0,27.5,64676,0,0,0
2021,11,서울특별시 강남구 역삼동,차대사람,기타,단일로 - 기타,승용,84, 서리/결빙,104.0,37.49338985964708,127.03158507572708,0,1,1,0,0,4.0,3728.0,18.2,53898,1,0,1
2021,12,서울특별시 강남구 역삼동,차대차,안전운전불이행,단일로 - 기타,승합,53, 건조,104.0,37.49395827692411,127.04557506363464,0,0,1,0,0,8.0,4681.0,22.0,58894,0,0,0
2021,14,서울특별시 강남구 논현동,차대차,안전거리미확보,기타 - 기타,화물,76, 기타,104.0,37.50479351012752,127.02517793397,1,1,0,0,0,6.0,4213.0,18.7,64676,1,1,1
2021,16,서울특별시 강남구 역삼동,차대차,안전거리미확보,단일로 - 기타,승용,70, 건조,104.0,37.50110230540691,127.02626478358756,1,1,0,0,0,,,,53898,1,1,1
2021,17,서울특별시 강남구 삼성동,차대차,교차로운행방법위반,교차로 - 교차로안,이륜,42, 건조,104.0,37.50456192647727,127.04888239690428,0,1,0,0,0,10.0,4059.0,15.2,65162,1,1,1
2021,19,서울특별시 강남구 역삼동,차대차,안전운전불이행,단일로 - 기타,기타불명,999, 건조,104.0,37.503774243999864,127.04561740060676,1,1,0,0,0,10.0,4059.0,15.2,65162,0,1,1
2021,21,서울특별시 강남구 청담동,차대차,직진우회전진행방해,교차로 - 교차로안,승용,34, 건조,,37.52189427935392,127.0463336535384,0,0,1,0,0,,,,120822,0,0,0
2021,10,서울특별시 강남구 신사동,차대차,안전운전불이행,단일로 - 지하차도(도로)내,승용,34, 건조,,37.521600206778274,127.02204990179078,0,0,1,1,0,,,,64676,0,0,0
2021,12,서울특별시 강남구 압구정동,차대사람,보행자보호의무위반,교차로 - 교차로횡단보도내,승용,49, 건조,104.0,37.52703254555464,127.02807008935964,1,1,0,0,0,7.0,2894.0,17.4,125260,1,1,1
2021,12,서울특별시 강남구 청담동,차대차,기타,교차로 - 교차로안,화물,55, 건조,,37.52485862706735,127.04604409172168,0,0,1,0,0,,,,120822,0,0,0
2021,14,서울특별시 강남구 도곡동,차대차,직진우회전진행방해,교차로 - 교차로안,승용,30, 건조,,37.48770580519612,127.04634819114564,0,0,0,1,0,,,,58894,0,0,0
2021,15,서울특별시 강남구 개포동,차대차,안전운전불이행,단일로 - 기타,승용,22, 건조,102.0,37.46982990662421,127.06502537458309,0,0,0,0,0,,,,,0,0,0
2021,18,서울특별시 강남구 삼성동,차대차,안전거리미확보,단일로 - 기타,승용,37, 건조,104.0,37.51335626957695,127.05285775544112,0,1,1,1,0,7.0,5058.0,17.8,65162,0,1,1
2021,18,서울특별시 강남구 논현동,차대차,신호위반,기타 - 기타,승용,73, 기타,104.0,37.51096873952139,127.032188089615,1,1,1,0,0,6.0,8312.0,18.0,64676,0,1,1
2021,19,서울특별시 강남구 역삼동,차대차,신호위반,교차로 - 교차로안,이륜,31, 건조,104.0,37.50251922197432,127.04272868029588,0,1,0,0,0,10.0,4059.0,15.2,65162,0,1,1
2021,10,서울특별시 강남구 삼성동,차대차,교차로운행방법위반,교차로 - 교차로안,승용,33, 건조,104.0,37.508809204253936,127.05892694507034,1,1,0,0,0,,,,65162,0,0,0
2021,12,서울특별시 강남구 역삼동,차대차,안전운전불이행,단일로 - 기타,이륜,23, 건조,104.0,37.5047511190142,127.04183256712324,0,1,0,0,0,6.0,12051.0,26.5,65162,0,1,1
2021,17,서울특별시 강남구 역삼동,차대차,안전운전불이행,단일로 - 기타,승용,27, 건조,104.0,37.49974609714645,127.03428320354656,0,0,0,0,0,,,,53898,0,0,0
2021,17,서울특별시 강남구 청담동,차대차,안전운전불이행,단일로 - 기타,승용,44, 건조,102.0,37.527725535750754,127.05329260648304,0,0,0,0,0,8.0,41763.0,38.9,120822,0,1,1
2021,17,서울특별시 강남구 역삼동,차대차,안전운전불이행,기타 - 기타,이륜,25, 건조,104.0,37.50135762693663,127.03839134303917,1,0,0,0,0,,,,53898,0,1,1
2021,19,서울특별시 강남구 삼성동,차대차,안전운전불이행,단일로 - 기타,화물,57, 건조,104.0,37.50574116610856,127.04847930187157,1,1,1,0,0,,,,65162,0,0,0
2021,19,서울특별시 강남구 역삼동,차대차,안전운전불이행,교차로 - 교차로안,이륜,48, 서리/결빙,,37.497490285252624,127.03596022583535,0,0,1,0,0,,,,53898,0,0,0
2021,10,서울특별시 강남구 신사동,차대차,교차로운행방법위반,교차로 - 교차로안,승용,34, 젖음/습기,104.0,37.524672456679376,127.0261836819893,0,0,1,0,0,,,,181307,0,0,0
2021,11,서울특별시 강남구 삼성동,차대차,기타,교차로 - 교차로부근,승용,75, 적설,104.0,37.507764242808555,127.05909149753371,1,1,0,0,0,10.0,4059.0,20.1,65162,1,1,1
