부착대관리번호,신호등종류,X좌표,Y좌표
03-0000008853,2.0,187878.6828,544130.63663
03-0000017282,2.0,184241.27868,549609.74038
03-0000045760,2.0,189711.0,545176.03125
03-0000048690,2.0,196991.08862,547538.61508
03-0000000942,2.0,205739.18902,552361.06826
03-0000026600,2.0,201331.80724,560786.70509
03-0000049921,2.0,201506.8557,560027.13412
03-0000049920,2.0,201499.35064,560017.20989
03-0000004035,2.0,196809.86604,551326.69353
03-0000015825,2.0,215484.00597,551700.26857
03-0000015827,2.0,215464.61627,551706.29853
03-0000015836,2.0,200078.79351,554880.40374
03-0000015841,2.0,212775.29893,547474.10107
03-0000011364,2.0,200585.98225,551409.29626
03-0000012136,2.0,201070.39049,544642.2322
03-0000010154,2.0,212831.529,543363.12198
03-0000010155,2.0,212810.82168,543361.98443
03-0000010156,2.0,197690.75103,553517.28598
03-0000010158,2.0,197224.97779,553432.36123
03-0000010160,2.0,212691.80666,543443.77053
03-0000010162,2.0,197531.00626,552757.24491
03-0000009949,2.0,211961.66289,543636.43362
03-0000009951,2.0,201809.10336,554023.02596
03-0000009956,2.0,202719.70096,552704.47293
03-0000009961,2.0,183904.37595,551229.2091
03-0000009962,2.0,183890.90287,551269.5621
03-0000009965,2.0,191061.75713,544158.33277
03-0000045887,2.0,202355.64532,552328.80502
03-0000009970,2.0,201282.21451,542812.42411
03-0000009972,2.0,190082.55098,543060.51934
03-0000009973,2.0,190122.0142,543085.47176
03-0000009977,2.0,200533.04389,543526.38229
03-0000008728,2.0,193115.22145,550569.66173
03-0000007682,2.0,208617.76,554554.5435
03-0000008690,2.0,206175.70313,539718.375
03-0000008694,2.0,194168.07822,546603.68118
03-0000008699,2.0,207036.00314,540046.23057
03-0000008702,2.0,190453.95313,544175.0625
03-0000008703,2.0,189987.26141,545911.5905
03-0000046186,2.0,184219.14986,549681.32153
03-0000010218,2.0,186347.96201,549684.21398
03-0000010219,2.0,192651.80534,558067.75795
03-0000010222,2.0,192933.71491,558477.60339
03-0000010224,2.0,192937.08684,558603.80631
03-0000010227,2.0,197612.78581,554114.87394
03-0000010232,2.0,206760.24451,549632.49199
03-0000010236,2.0,191996.06951,550797.74887
03-0000010237,2.0,192071.65032,550692.04295
03-0000010239,2.0,207303.29764,549539.86274
03-0000010241,2.0,192257.35115,550250.45537
03-0000010242,2.0,192293.51263,550094.94522
03-0000010243,2.0,182844.03471,552586.9496
03-0000010245,2.0,190543.63165,545307.60015
03-0000010003,2.0,205213.92188,549381.4375
03-0000015910,2.0,197793.58344,549560.2265
03-0000009242,2.0,192035.62517,544429.14838
03-0000009245,2.0,192094.75061,544529.86126
03-0000009247,2.0,189797.10938,543229.4375
03-0000009256,2.0,199209.07437,549459.2486
03-0000011905,2.0,193301.56617,546515.71015
03-0000011909,2.0,196206.4948,543000.46625
03-0000048692,2.0,197025.35938,547548.3125
03-0000009013,2.0,197511.6537,556423.65437
03-0000009017,2.0,196202.25342,556510.0177
03-0000009018,2.0,191115.75062,540796.92858
03-0000009020,2.0,190326.06842,543275.94743
03-0000009021,2.0,185976.01159,543942.37359
03-0000002379,2.0,204870.0262,553558.1851
03-0000002401,2.0,211489.44005,543787.94016
03-0000002403,2.0,205058.12285,553219.27331
03-0000017423,2.0,204877.32059,564863.93052
03-0000045657,2.0,187609.86228,544173.86865
03-0000008736,2.0,184555.22543,544046.87206
03-0000037316,2.0,203216.07329,559675.82668
03-0000018314,2.0,184530.53072,549069.78531
03-0000020196,2.0,204279.84659,552481.07772
03-0000049340,2.0,190829.622,545486.70152
03-0000045412,2.0,195414.05826,553934.71332
03-0000049415,2.0,200999.39819,556249.13469
03-0000001556,2.0,196006.49747,547940.5083
03-0000015945,2.0,204969.25892,549982.30976
03-0000015952,2.0,211308.68674,547563.46533
03-0000015961,2.0,211353.99472,547127.01238
03-0000009467,2.0,210761.58538,547901.74583
03-0000009470,2.0,190692.10495,552151.96877
03-0000009480,2.0,185874.89323,548677.85617
03-0000009483,2.0,185939.72131,551501.2646
03-0000009487,2.0,185834.34896,548698.47096
03-0000009496,2.0,190107.04796,546167.8572
03-0000009497,2.0,192654.07068,560106.44118
03-0000009587,2.0,213404.31062,543859.28398
03-0000009596,2.0,209567.95199,546653.93013
03-0000026749,2.0,205161.97158,563481.00354
03-0000005006,2.0,197917.795,550642.78176
03-0000044631,2.0,202140.93682,550962.32075
03-0000048192,2.0,204842.22125,554247.35887
03-0000003013,2.0,194753.97962,551172.92557
03-0000042618,2.0,202900.14997,543019.09886
03-0000049203,2.0,200662.70547,547869.0373
03-0000017615,2.0,205485.04834,548801.07143
03-0000017627,2.0,198134.14859,546816.56634
03-0000009435,2.0,197602.49039,552714.81487
03-0000009438,2.0,210837.47321,548571.20462
03-0000009442,2.0,209629.80825,545230.02558
03-0000009786,2.0,196524.74804,550044.89599
03-0000043334,2.0,201879.23956,550580.08879
03-0000006962,2.0,200387.49518,544407.75842
03-0000011191,2.0,193062.47119,555943.51157
03-0000042632,2.0,202705.40475,543532.23621
03-0000011201,2.0,204897.27471,558724.23448
03-0000011206,2.0,190497.15999,547508.36522
03-0000009600,2.0,192523.32375,557721.52296
03-0000009602,2.0,193937.07807,558069.60876
03-0000009604,2.0,192543.319,557731.84627
03-0000009812,2.0,201093.05834,546588.60872
03-0000009817,2.0,196998.10746,542429.49791
03-0000009819,2.0,193015.12967,555633.7571
03-0000012543,2.0,199940.12936,545602.5877
03-0000044606,2.0,206263.01122,556150.77582
03-0000009679,2.0,195014.61036,542546.74711
03-0000009681,2.0,195239.16841,542487.9785
03-0000008855,2.0,190784.04808,543630.88548
03-0000010422,2.0,196403.01348,542039.39676
03-0000010424,2.0,191666.11923,542476.73092
03-0000010425,2.0,194420.94199,542806.6919
03-0000010426,2.0,193014.5095,538973.84612
03-0000017285,2.0,184210.37868,549587.46627
03-0000022365,2.0,200820.62585,555584.51162
03-0000022550,2.0,200833.47538,555610.51876
03-0000042678,2.0,198846.44476,550916.22541
03-0000008934,2.0,192801.14524,555044.58912
03-0000008942,2.0,192979.61946,555358.57658
03-0000008948,2.0,192948.72602,555341.70163
03-0000008952,2.0,187029.30552,544263.16884
03-0000008954,2.0,198664.44621,544356.19976
03-0000010800,2.0,203439.01252,541398.35842
03-0000017621,2.0,189575.76563,548721.53125
03-0000008955,2.0,198426.37917,549925.629
03-0000008957,2.0,191902.25,544143.53125
03-0000008958,2.0,191665.32245,539043.67602
03-0000008959,2.0,191870.68048,544264.8311
03-0000008964,2.0,185911.4976,543703.96163
03-0000008967,2.0,191680.39637,539062.74107
03-0000008969,2.0,191578.60938,538851.78125
03-0000049946,2.0,192299.59375,546561.96875
03-0000049947,2.0,192341.72405,546572.8606
03-0000008554,2.0,192336.87788,546571.23429
03-0000049948,2.0,192338.22405,546572.3606
03-0000049949,2.0,192250.92799,546610.5858
03-0000049950,2.0,192290.875,546611.96875
03-0000049953,2.0,192178.04688,546571.09375
03-0000008574,2.0,195281.59375,544990.53125
03-0000008576,2.0,191821.31771,543470.15625
03-0000008578,2.0,187975.33298,551138.77995
03-0000008584,2.0,186610.41557,544784.59599
03-0000008585,2.0,193628.9051,547599.31724
03-0000008588,2.0,189832.50676,544299.54777
03-0000008590,2.0,193793.95722,551769.8886
03-0000008593,2.0,190299.68437,544083.32017
03-0000012512,2.0,202465.70091,545129.04421
03-0000012517,2.0,201463.67272,547035.05588
03-0000033994,2.0,200453.86097,543492.30924
03-0000048116,2.0,200484.875,543503.65625
03-0000008622,2.0,192845.15202,550905.30827
03-0000046375,2.0,189398.99398,541980.33473
03-0000048347,2.0,205116.5625,551519.65625
03-0000008422,2.0,186658.02188,544807.6412
03-0000008428,2.0,186636.21573,544779.60286
03-0000008441,2.0,192679.78997,546915.82424
03-0000008446,2.0,185820.96149,544291.4513
03-0000008448,2.0,185901.2512,544377.84429
03-0000007069,2.0,204093.38135,561276.97574
03-0000010429,2.0,194609.25563,541230.08329
03-0000010431,2.0,195008.7856,542645.2097
03-0000010433,2.0,195133.2204,542627.56336
03-0000010436,2.0,191495.11315,542082.57897
03-0000010438,2.0,191754.65888,542316.65795
03-0000010439,2.0,194590.79688,541267.96875
03-0000010441,2.0,202393.80103,541357.03314
03-0000010447,2.0,202424.04913,541361.46533
03-0000010448,2.0,202615.67708,541530.89072
03-0000010449,2.0,192467.34375,542250.0625
03-0000010450,2.0,192237.64063,542450.09375
03-0000010452,2.0,202174.80945,541326.56232
03-0000010457,2.0,186690.44953,552118.94686
03-0000010458,2.0,186671.75134,552149.42674
03-0000010462,2.0,203200.3482,540372.21587
03-0000010466,2.0,191345.36058,538944.22023
03-0000010467,2.0,191367.60938,538963.78125
03-0000010469,2.0,202771.66179,541648.30895
03-0000008679,2.0,194020.5151,552105.9666
03-0000008684,2.0,193557.17009,547832.69422
03-0000008685,2.0,193049.76842,550664.94841
03-0000008686,2.0,195925.15625,549432.65625
03-0000008688,2.0,192801.40698,550885.2916
03-0000010011,2.0,207133.21034,551726.63522
03-0000010012,2.0,193145.54688,544492.6875
03-0000010013,2.0,192315.06103,545746.60472
03-0000010017,2.0,204995.86222,558799.76039
03-0000010018,2.0,198823.87299,540966.80681
03-0000010020,2.0,204474.79498,552735.70266
03-0000003763,2.0,192667.39009,555558.58208
03-0000005334,2.0,203559.66925,560599.76915
03-0000042445,2.0,193821.26413,551561.47387
03-0000005366,2.0,192307.01038,546578.57658
03-0000048760,2.0,189940.92188,542818.03125
03-0000008602,2.0,192845.21765,556758.8997
03-0000008605,2.0,190100.89063,543936.0625
03-0000008610,2.0,193969.45004,552162.11193
03-0000008619,2.0,192876.47511,547874.55316
03-0000008620,2.0,194487.15678,547048.43033
03-0000009905,2.0,189300.73326,549752.50136
03-0000009906,2.0,201716.77433,553992.35676
03-0000009912,2.0,211433.97568,544169.42154
03-0000050687,2.0,209982.29706,548474.90224
03-0000022791,2.0,200811.59979,556225.83722
03-0000022789,2.0,200795.79551,556229.07487
03-0000008648,2.0,205080.77944,538429.07755
03-0000008650,2.0,200397.0148,551885.30253
03-0000010205,2.0,202100.80913,554091.91576
03-0000010208,2.0,211036.68868,545517.25733
03-0000010209,2.0,211017.83402,545543.47855
03-0000010212,2.0,202261.95582,554069.06849
03-0000010419,2.0,191718.46875,542333.21875
03-0000010352,2.0,210122.44638,545007.76904
03-0000010355,2.0,211430.69514,544632.61324
03-0000010361,2.0,194875.75549,549630.29732
03-0000010364,2.0,191565.93842,540152.4467
03-0000010368,2.0,192997.99525,538981.89582
03-0000045746,2.0,193496.16502,547491.42711
03-0000045747,2.0,193495.98438,547510.84375
03-0000045748,2.0,193634.34452,547595.44087
03-0000010380,2.0,194606.22166,549736.07318
03-0000010383,2.0,194582.79503,549769.0721
03-0000010385,2.0,194857.45549,549653.24701
03-0000010394,2.0,207065.37264,549555.78306
03-0000010031,2.0,199246.00903,543081.97685
03-0000008791,2.0,194261.53735,556046.39042
03-0000008795,2.0,204952.24426,539955.5139
03-0000046175,2.0,208024.94561,544411.51752
03-0000008801,2.0,195026.66447,545425.00466
03-0000008810,2.0,186297.01052,544621.26606
03-0000049962,2.0,183796.45003,552754.16174
03-0000009500,2.0,193750.86868,559182.27519
03-0000009501,2.0,200213.29827,541790.42388
03-0000046905,2.0,186421.04814,551226.99131
03-0000034154,2.0,202142.86173,544142.00015
03-0000042552,2.0,201809.67137,545964.7663
03-0000023897,2.0,207517.08512,557331.78089
03-0000023899,2.0,208452.87882,556588.96534
03-0000023900,2.0,208442.87881,556633.00481
03-0000023908,2.0,209347.85681,555693.84538
03-0000023912,2.0,205049.25662,557649.58771
03-0000023923,2.0,205443.26408,558113.16824
03-0000023925,2.0,205453.25326,558129.44788
03-0000023926,2.0,205132.94593,557765.16535
03-0000020819,2.0,186761.23438,547304.78125
03-0000036066,2.0,186769.01563,547292.09375
03-0000049380,4.0,182698.90912,552230.38379
03-0000024156,2.0,204540.26964,561441.19869
03-0000024158,2.0,207216.23772,557220.81003
03-0000046516,2.0,197723.23488,552199.40051
03-0000010398,2.0,194686.14358,541224.60781
03-0000010402,2.0,194662.03125,541259.3125
03-0000010403,2.0,191295.65584,539481.96929
03-0000010410,2.0,194254.44409,541672.42387
03-0000010413,2.0,194168.39206,541580.85497
03-0000010416,2.0,194129.89746,541525.41799
03-0000002751,2.0,204873.81094,561514.77772
03-0000009448,2.0,210824.47327,548450.88224
03-0000009451,2.0,210776.15625,548306.90625
03-0000009453,2.0,197517.3667,553141.51084
03-0000009457,2.0,200096.51563,545064.71875
03-0000009462,2.0,193475.27926,557276.30623
03-0000010198,2.0,198756.10792,553005.49026
03-0000017654,2.0,188984.04688,548179.90625
03-0000033850,2.0,187276.90388,543594.1316
03-0000042582,2.0,202534.50282,544024.32432
03-0000012404,2.0,204111.94232,541844.08925
03-0000007701,2.0,190609.73751,553757.04147
03-0000036700,2.0,207023.22219,553561.50971
03-0000023602,2.0,206923.23957,556314.97863
03-0000006964,2.0,206946.57887,556334.96634
03-0000017194,2.0,206234.78602,548940.31025
03-0000010260,2.0,207350.99764,549513.58307
03-0000010263,2.0,199090.1555,542139.21777
03-0000010267,2.0,199349.94555,542490.0716
03-0000045342,2.0,184069.2002,550834.98024
03-0000010271,2.0,199512.58959,546750.78274
03-0000010272,2.0,204152.42312,544431.49818
03-0000009691,2.0,196077.15765,552994.9516
03-0000009693,2.0,196083.51597,553041.2516
03-0000009696,2.0,202106.45158,543067.73175
03-0000009698,2.0,194384.97302,549402.24751
03-0000009699,5.0,197009.92129,543195.49966
03-0000009702,2.0,197109.6324,541817.01083
03-0000046517,2.0,197726.77359,552219.10999
03-0000046290,2.0,210693.33245,545666.7658
03-0000019739,2.0,203911.70205,558787.77943
03-0000020147,2.0,203889.21471,558776.60648
03-0000008973,2.0,191945.20313,543867.03125
03-0000008974,2.0,197164.4601,551258.91035
03-0000010168,2.0,192579.20304,555543.77925
03-0000010169,2.0,186405.41489,549418.81093
03-0000010171,2.0,212139.66122,544932.74382
03-0000010173,2.0,194811.88632,556822.83802
03-0000010174,2.0,212068.45141,544959.92804
03-0000010182,2.0,209929.98043,546463.69044
03-0000010183,2.0,209940.64762,546424.80037
03-0000010184,2.0,182205.99525,553639.7363
03-0000011804,2.0,192741.45841,552048.91616
03-0000015397,2.0,213138.85046,549025.65983
03-0000048016,2.0,192870.3032,540118.68583
03-0000006859,2.0,200367.2031,544376.4688
03-0000027367,2.0,203315.40326,558083.15509
03-0000026799,2.0,202399.93901,557999.73189
03-0000026798,2.0,202405.63901,557980.93189
03-0000026684,2.0,202391.73901,557975.98943
03-0000049911,2.0,203758.17983,554525.59601
03-0000011273,2.0,189167.30048,543062.32587
03-0000012682,2.0,201796.10207,545930.97013
03-0000012696,2.0,203455.90625,547647.5
03-0000016154,2.0,211161.58728,542772.11178
03-0000042579,2.0,202575.75703,543995.17674
03-0000043885,2.0,196215.87175,548917.73144
03-0000031267,2.0,203748.96028,554480.99477
03-0000019116,2.0,191609.65234,546855.56766
03-0000015052,2.0,194458.70734,547075.16363
03-0000015140,2.0,213159.79575,550600.03252
03-0000042406,2.0,204568.59835,543158.14173
03-0000009918,2.0,190251.54961,543879.62712
03-0000009925,2.0,209711.20824,545747.88724
03-0000009931,2.0,187448.29543,544577.11882
03-0000009934,2.0,191073.20007,544198.76449
03-0000009936,2.0,206900.49683,558680.19509
03-0000009937,2.0,198846.87473,543533.07745
03-0000009940,2.0,198844.30643,543575.20235
03-0000009710,6.0,196964.59494,543356.86273
03-0000009713,2.0,194397.22356,549369.27065
03-0000043119,2.0,188323.99246,549994.75335
03-0000008655,2.0,194947.02478,544482.58741
03-0000008660,2.0,194949.79756,544501.02932
03-0000008662,2.0,201993.00521,540313.2963
03-0000008663,2.0,192773.93305,548173.99159
03-0000008665,2.0,190901.08392,543723.75531
03-0000008670,2.0,193968.23394,552193.36621
03-0000008521,2.0,192080.81202,555951.19811
03-0000008523,2.0,191748.98777,543247.63581
03-0000008525,2.0,194429.82403,550711.20718
03-0000008528,2.0,185101.1306,543756.08971
03-0000008529,2.0,190510.79688,544749.28125
03-0000008532,2.0,194415.67001,550702.69563
03-0000008533,2.0,196520.96875,556263.5
03-0000008534,2.0,194768.11597,549165.17727
03-0000008538,2.0,206015.04688,549030.96875
03-0000008542,2.0,195008.75707,549247.8134
03-0000008543,2.0,195584.16704,548236.28392
03-0000008546,2.0,186358.04253,544152.80045
03-0000016169,2.0,197335.54167,549945.53125
03-0000016173,2.0,208201.13974,549407.33306
03-0000016178,2.0,206585.74009,548826.00863
03-0000016180,2.0,197609.29688,549154.375
03-0000016181,2.0,200270.36934,549731.67038
03-0000013248,2.0,203552.32122,545539.02086
03-0000013249,2.0,208668.26117,542907.33559
03-0000045876,2.0,202352.47909,552399.1353
03-0000013254,2.0,208885.17527,543051.34262
03-0000011376,2.0,193995.35938,544564.28125
03-0000011699,2.0,188028.01367,545488.97256
03-0000011704,2.0,185833.81724,542829.8569
03-0000011707,2.0,191394.89063,538784.125
03-0000034818,2.0,204836.91298,547281.10327
03-0000029910,2.0,204828.35938,547281.9375
03-0000014356,2.0,204797.04789,547296.20823
03-0000019635,2.0,183765.2216,550008.48951
03-0000011731,2.0,203669.4219,545053.4375
03-0000056213,2.0,200144.45541,541762.70941
03-0000056380,2.0,201918.70444,556373.49243
03-0000009082,2.0,191290.64579,543478.75582
03-0000044664,2.0,191936.34499,539057.3795
03-0000026554,2.0,201125.96663,558005.91737
03-0000026588,2.0,201138.72897,558221.26456
03-0000029174,2.0,191752.95558,554742.96973
03-0000059502,2.0,203283.79688,544574.53125
03-0000009876,2.0,207712.21106,551414.35203
03-0000055109,2.0,197483.9375,552253.5
03-0000055111,2.0,201853.38214,557242.08593
03-0000055114,2.0,201834.75869,557259.05512
03-0000052490,2.0,201833.413,557261.23035
03-0000055118,2.0,201793.53045,557302.12352
03-0000055120,2.0,201780.07203,557316.55448
03-0000055122,2.0,201766.6152,557306.83327
03-0000042910,2.0,203339.8105,561625.25772
03-0000042754,2.0,202570.01563,560167.53125
03-0000013377,2.0,205172.38426,546037.35312
03-0000043894,2.0,202915.68957,551891.20976
03-0000017267,2.0,211306.60938,547158.34375
03-0000011110,2.0,192976.48151,544515.8958
03-0000020897,2.0,204296.78852,552230.72161
03-0000055391,2.0,204898.52634,565545.51496
03-0000055392,2.0,204871.21096,565542.26496
03-0000015027,2.0,211979.3281,547335.7813
03-0000015030,2.0,197345.57813,549826.15625
03-0000048763,2.0,189596.17583,544584.00575
03-0000043930,2.0,201433.41936,554989.26264
03-0000015049,2.0,186127.22832,546602.75501
03-0000046284,2.0,203655.7207,541139.30837
03-0000049988,2.0,192060.1689,555341.48998
03-0000019614,2.0,186600.0856,551223.95299
03-0000056133,2.0,200061.53467,541961.77707
03-0000055560,2.0,199829.04688,551886.125
03-0000055563,2.0,199847.45587,551913.24622
03-0000030615,2.0,207455.12283,551861.30246
03-0000013830,2.0,202826.57813,546826.34375
03-0000026267,2.0,201149.05585,558865.44597
03-0000024095,2.0,208480.64856,556656.62512
03-0000017063,2.0,208295.4191,548812.40545
03-0000055123,2.0,201776.91869,557295.67591
03-0000036379,2.0,201131.86601,554690.19402
03-0000054292,2.0,212923.8785,548771.99922
03-0000012954,2.0,201734.98438,547036.34375
03-0000043793,2.0,197941.04532,552327.12145
03-0000029234,2.0,209130.56109,546357.81263
03-0000021234,2.0,196068.61972,548030.08631
03-0000046956,2.0,196744.71739,541996.36829
03-0000045092,2.0,190520.65401,544363.19786
03-0000021894,2.0,202606.19437,553630.86367
03-0000042930,2.0,211180.53641,541128.95496
03-0000018748,2.0,201409.74776,551094.86025
03-0000008902,2.0,199765.60339,551907.38303
03-0000008903,2.0,198424.20718,549901.929
03-0000008909,2.0,197736.29963,550439.90171
03-0000008911,2.0,186382.88451,542505.47175
03-0000008913,2.0,186329.88709,542503.52383
03-0000008920,2.0,198859.64752,544326.63027
03-0000008925,2.0,199601.24174,552323.75631
03-0000008929,2.0,190635.09375,544821.0625
03-0000009285,2.0,189534.875,543480.84375
03-0000009294,2.0,192715.12612,553295.55239
03-0000044968,2.0,205111.45375,549671.54724
03-0000003291,2.0,197293.94674,551117.29097
03-0000008673,2.0,193562.54688,557120.25
03-0000027517,2.0,189816.81409,553953.43308
03-0000044612,2.0,202220.40652,554947.44613
03-0000036621,2.0,207787.64161,555270.18054
03-0000011459,2.0,200972.7185,542739.88021
03-0000010286,2.0,199679.07813,542397.0625
03-0000043594,2.0,202563.50844,557432.36866
03-0000027427,2.0,201090.39003,558369.70596
03-0000025049,2.0,205738.6795,560444.44744
03-0000058884,2.0,213083.3125,547530.0
03-0000066927,2.0,202688.78288,553237.21723
03-0000054172,2.0,208835.29956,546000.55694
03-0000016599,2.0,198839.75495,546706.10865
03-0000008858,2.0,193193.57668,552633.29708
03-0000034033,2.0,197154.79688,543035.59375
03-0000011159,2.0,197251.01563,542937.1875
03-0000034058,2.0,197326.64464,542873.41075
03-0000005586,2.0,197325.43186,542863.89069
03-0000006940,2.0,198919.29162,551874.21635
03-0000053141,2.0,208591.25414,555503.168
03-0000009745,2.0,201061.64063,544663.25
03-0000000074,2.0,201051.54688,544632.90625
03-0000033952,2.0,201047.2086,544628.84559
03-0000046705,2.0,185531.25694,545696.7769
03-0000009859,2.0,186504.23121,549939.65104
03-0000009860,2.0,198453.60938,541546.5625
03-0000009863,2.0,198943.42188,540753.21875
03-0000009866,2.0,188038.58275,550211.78657
03-0000009878,2.0,186981.63573,550742.14199
03-0000009884,2.0,211227.18996,542034.05753
03-0000009886,2.0,211257.01789,541984.83318
03-0000009893,2.0,211201.72667,541977.73811
03-0000009894,2.0,211117.28102,542214.25538
03-0000009897,2.0,188790.36895,550070.59375
03-0000014457,2.0,201098.42851,558403.69398
03-0000055202,2.0,197992.32813,552199.4375
03-0000009841,2.0,197937.49573,552188.65803
03-0000026764,2.0,205304.68368,563198.95568
03-0000054031,2.0,189865.57813,554032.25
03-0000009840,2.0,197942.17459,552164.60803
03-0000026237,2.0,202784.15287,559528.24842
03-0000024837,2.0,202973.33802,557320.68289
03-0000024836,2.0,202962.12621,557306.1597
03-0000055208,2.0,202873.38495,557872.53686
03-0000045914,2.0,198180.94894,552323.94218
03-0000043901,2.0,197606.83931,552739.78851
03-0000029480,2.0,197582.38895,552714.73888
03-0000053329,2.0,200191.21205,552656.35096
03-0000055211,2.0,201622.90857,556822.06103
03-0000016600,2.0,198844.78125,546712.8125
03-0000030281,2.0,198841.60352,546736.68126
03-0000033725,2.0,193528.99712,552857.52468
03-0000033275,2.0,193210.94663,550131.73507
03-0000011971,2.0,183398.70276,552959.32829
03-0000025304,2.0,204850.75717,561456.64008
03-0000024913,2.0,207330.23414,563635.7284
03-0000010703,2.0,191461.34375,541745.15625
03-0000042313,2.0,206238.49333,558331.10266
03-0000018082,2.0,183424.33035,549592.12136
03-0000021188,2.0,201367.57113,553162.67644
03-0000010870,2.0,200232.79991,551694.344
03-0000007079,2.0,197255.50719,552086.48589
03-0000055393,2.0,204560.18453,564365.73849
03-0000055394,2.0,204556.23729,564365.40554
03-0000035746,2.0,190963.99921,548528.8095
03-0000019144,2.0,190885.35938,548358.71875
03-0000035449,2.0,188998.79351,548270.47529
03-0000017651,2.0,188999.38731,548278.29632
03-0000011771,2.0,193807.14186,542559.10247
03-0000011783,2.0,194060.28365,547459.4779
03-0000014594,2.0,213832.54041,543641.22996
03-0000014599,2.0,212218.46875,546654.34375
03-0000014612,2.0,212322.17188,546624.59375
03-0000014616,2.0,203639.06947,547127.07384
03-0000054904,2.0,194612.12776,556755.80148
03-0000009448,2.0,210819.01563,548454.3125
03-0000054912,2.0,198458.28337,542092.26354
03-0000010398,2.0,194685.90625,541227.84375
03-0000054913,2.0,198681.59804,543114.41411
03-0000023114,2.0,207984.42,553112.96274
03-0000023114,2.0,207982.02794,553111.58663
03-0000055813,2.0,206519.43311,555628.62452
03-0000053227,2.0,200501.49382,551049.38294
03-0000010262,2.0,201062.57753,546295.27132
03-0000009155,2.0,191142.29688,545186.28125
03-0000009154,2.0,191175.01563,545192.40625
03-0000055268,2.0,201335.43161,559380.31764
03-0000033911,2.0,189086.04688,547722.8125
03-0000020837,2.0,182675.50224,551068.56353
03-0000008707,2.0,194627.89153,544955.35879
03-0000012024,2.0,192786.32617,550335.67368
03-0000012029,2.0,212835.99576,544413.56055
03-0000012037,2.0,192003.04895,555208.96303
03-0000012047,2.0,197705.60008,553758.09172
03-0000012052,2.0,197271.16228,556321.44369
03-0000012055,2.0,194705.33902,542109.09635
03-0000014643,2.0,211549.45396,545460.13395
03-0000019638,2.0,186876.12488,550579.43132
03-0000019639,2.0,192114.625,547103.6875
03-0000019641,2.0,192026.31987,547266.40886
03-0000019644,2.0,191999.61268,547279.81453
03-0000019667,2.0,185546.40625,550164.90625
03-0000018947,2.0,201459.9636,551752.08141
03-0000048053,2.0,209288.71199,546593.92462
03-0000056635,2.0,200690.19255,554398.13769
03-0000056707,2.0,209632.59723,550163.23444
03-0000055938,2.0,208841.60474,557059.42415
03-0000057483,2.0,201387.62282,560913.62268
03-0000057722,2.0,203908.77934,565310.19113
03-0000057372,2.0,190329.10433,545639.76073
03-0000056465,2.0,206227.1875,549822.90625
03-0000011210,2.0,195375.64801,544897.46332
03-0000044560,2.0,211593.2439,541067.00331
03-0000054789,2.0,194436.92188,550633.0625
03-0000054792,2.0,194551.79688,550682.3125
03-0000004395,2.0,194693.17929,550714.28381
03-0000054797,2.0,194723.36529,550760.36902
03-0000020925,2.0,188386.06698,546873.20211
03-0000022929,2.0,205689.38994,556628.8552
03-0000011921,2.0,192848.91439,546061.19971
03-0000009004,2.0,191594.07813,538854.34375
03-0000031102,2.0,203369.0625,553188.875
03-0000059781,2.0,203373.29688,553170.03125
03-0000059782,2.0,203377.26563,553181.125
03-0000046214,2.0,194176.11563,547176.71149
03-0000046213,2.0,194162.37955,547182.75517
03-0000018848,2.0,191682.6391,547649.99945
03-0000001993,2.0,205927.60787,561790.47973
03-0000012170,2.0,200848.82018,545828.6495
03-0000012173,2.0,200870.02831,545844.59317
03-0000018971,2.0,191307.09311,547428.8825
03-0000009329,2.0,193716.89762,556183.67647
03-0000049745,2.0,184644.16672,550669.79102
03-0000008553,2.0,188067.77231,551039.9917
03-0000008556,2.0,186952.26201,544927.05068
03-0000054799,2.0,194745.01136,550748.67845
03-0000011399,2.0,194965.66624,550820.16444
03-0000044776,2.0,196559.19081,545175.32588
03-0000051510,2.0,200719.04688,545517.46875
03-0000012508,2.0,202135.97067,545002.31085
03-0000054311,2.0,204073.3125,543994.0
03-0000055212,2.0,201673.3819,556794.25404
03-0000044852,2.0,201624.48995,556803.05268
03-0000033983,2.0,211234.76678,542038.1194
03-0000054372,2.0,206475.64717,562160.71743
03-0000054373,2.0,206465.16726,562192.98978
03-0000054374,2.0,206104.66271,562582.0287
03-0000002913,2.0,195310.45325,551932.15566
03-0000046358,2.0,192182.67963,538990.47866
03-0000046531,2.0,201719.74658,557799.51402
03-0000045839,2.0,211323.16158,548969.36504
03-0000042531,2.0,192365.93962,552274.28541
03-0000024602,2.0,206178.4952,557821.7606
03-0000018539,2.0,207764.77308,551002.22019
03-0000026241,2.0,201566.30807,558968.24306
03-0000012506,2.0,189927.29688,542823.1875
03-0000048453,2.0,204041.71567,541399.22289
03-0000012194,2.0,199809.85236,544506.47084
03-0000011480,2.0,194722.93468,545631.53252
03-0000011485,2.0,203303.64097,540275.17053
03-0000049405,2.0,202135.93108,554986.4141
03-0000008562,2.0,194490.42786,544968.86639
03-0000010107,2.0,210860.8125,548599.75
03-0000010119,2.0,212810.65106,543387.90669
03-0000010122,2.0,198929.0654,552670.08741
03-0000010124,2.0,210934.30713,545571.04936
03-0000010125,2.0,199274.55423,552554.79228
03-0000010131,2.0,185665.36148,550810.60362
