부착대관리번호,신호등종류,X좌표,Y좌표
03-0000010138,2.0,200242.08346,549703.26246
03-0000010139,2.0,197132.26694,554755.2587
03-0000010144,2.0,197134.36158,554739.77974
03-0000010148,2.0,213290.91261,544009.47777
03-0000047243,2.0,191460.64063,537922.78125
03-0000009992,2.0,208501.34393,554291.4073
03-0000009993,2.0,208467.44393,554264.7442
03-0000034927,2.0,215138.31805,553019.10271
03-0000031440,2.0,207432.88563,554734.12853
03-0000010325,2.0,197565.71281,542721.70856
03-0000042514,2.0,191597.21633,552893.41482
03-0000026099,2.0,207148.34767,561191.04288
03-0000009901,2.0,189067.87458,549969.65234
03-0000029448,6.0,192070.38428,545668.68069
03-0000013956,2.0,201704.125,547000.9375
03-0000034952,2.0,200485.23621,548206.99054
03-0000049368,2.0,202763.21892,556346.20864
03-0000020362,2.0,186755.28125,550318.6875
03-0000029171,2.0,193297.24485,553075.87296
03-0000016614,2.0,203658.79003,550884.3701
03-0000018524,2.0,202520.20152,561233.48858
03-0000011287,2.0,192295.92701,551047.5832
03-0000011294,2.0,192266.103,551055.86994
03-0000011312,2.0,192130.43028,545268.3141
03-0000011319,2.0,200690.21832,552592.80882
03-0000008709,2.0,194063.6022,550183.35522
03-0000008711,2.0,198628.40625,544397.53125
03-0000008717,2.0,187434.17685,544580.01192
03-0000046173,2.0,207770.43864,544518.13957
03-0000008721,2.0,194245.89854,556036.5311
03-0000012559,2.0,203026.52784,542802.94718
03-0000042592,2.0,202300.89283,544708.50893
03-0000014649,2.0,211526.91593,545440.9188
03-0000023836,2.0,207012.72513,557463.81209
03-0000023838,2.0,207013.94637,557427.23308
03-0000023842,2.0,207029.18278,557454.79819
03-0000023848,2.0,207221.93772,557203.21003
03-0000008766,2.0,186178.39647,544569.50621
03-0000008769,2.0,189635.18279,544559.80656
03-0000008773,2.0,186309.26296,541851.10406
03-0000008774,2.0,189638.9124,544579.36731
03-0000008781,2.0,204075.1254,540294.96303
03-0000008784,2.0,195516.59375,544663.53125
03-0000008789,2.0,204922.62272,539929.6503
03-0000027530,2.0,190641.21997,548224.52815
03-0000031383,2.0,202415.78292,557522.38569
03-0000034899,2.0,214025.3712,550688.62996
03-0000025207,2.0,205428.78054,560595.76384
03-0000022206,2.0,201717.7703,555858.65505
03-0000049338,2.0,190829.21607,545459.65285
03-0000009123,2.0,193171.26809,554483.73706
03-0000009127,2.0,193952.28125,542121.125
03-0000045696,2.0,191760.19972,546337.78203
03-0000009143,2.0,193197.10904,554579.82002
03-0000009145,2.0,192927.92188,544358.46875
03-0000009146,2.0,193983.59375,542165.9375
03-0000059978,2.0,211196.40592,540698.48944
03-0000018333,2.0,184746.86984,548617.61009
03-0000023092,2.0,205478.20677,556240.53584
03-0000050606,2.0,191756.53839,541241.33778
03-0000035497,2.0,190100.73438,548341.40625
03-0000015943,2.0,204949.35892,550016.01876
03-0000049555,4.0,192899.02783,554191.00246
03-0000025264,2.0,208656.99904,558968.16763
03-0000037518,2.0,203238.98168,556319.67402
03-0000047359,2.0,185698.45313,545318.03125
03-0000009929,2.0,201597.28084,554231.06084
03-0000023396,2.0,204722.00156,557190.57135
03-0000023398,2.0,204707.27111,557175.58126
03-0000055039,2.0,206800.44103,552526.92349
03-0000054312,2.0,185574.04983,548810.43538
03-0000054314,2.0,185564.0984,548805.17252
03-0000054319,2.0,203683.32035,543409.52341
03-0000054321,2.0,203686.22933,543357.06624
03-0000006485,2.0,194377.64915,549391.6475
03-0000054375,2.0,206231.57259,562448.06611
03-0000054376,2.0,206228.25722,562429.01711
03-0000054851,2.0,206629.50573,554907.5751
03-0000054855,2.0,206701.60938,554933.0
03-0000054859,2.0,206716.07813,554925.8125
03-0000042529,2.0,192380.27929,552251.42573
03-0000019088,2.0,188946.26978,550036.87419
03-0000008344,2.0,194003.18888,557002.93849
03-0000009821,2.0,193047.11231,555625.26885
03-0000043336,2.0,201900.95269,550565.09353
03-0000009830,2.0,193517.60496,555891.2959
03-0000009831,2.0,200740.45369,543399.28457
03-0000009837,2.0,193499.28952,555863.43128
03-0000009839,2.0,200487.03657,544042.04386
03-0000009842,2.0,207078.83075,540045.45507
03-0000009845,2.0,206121.76563,539672.59375
03-0000009846,2.0,206077.39063,539678.59375
03-0000009848,2.0,205750.86135,539569.93629
03-0000009849,2.0,205622.77553,539553.6878
03-0000009850,2.0,204385.74444,540218.45669
03-0000055056,2.0,201531.64511,561429.96367
03-0000054843,2.0,206447.55132,554853.49108
03-0000055082,2.0,204592.5625,550149.0
03-0000054856,2.0,206702.90625,554929.5625
03-0000054889,2.0,196907.60471,546866.49256
03-0000054827,2.0,207602.86147,552074.54392
03-0000054318,2.0,203664.72261,543401.72416
03-0000035591,2.0,207803.88462,550432.53933
03-0000053991,2.0,200489.71706,554400.47056
03-0000036302,2.0,200474.27638,554390.17136
03-0000053993,2.0,200518.45173,554367.17172
03-0000053996,2.0,200559.875,554341.3125
03-0000054830,2.0,202552.47815,549957.78975
03-0000054831,2.0,191848.64485,539054.59365
03-0000054833,2.0,191829.71901,539066.5616
03-0000009856,2.0,200873.30638,543056.94436
03-0000046110,2.0,195867.42815,544306.72737
03-0000046061,2.0,198703.17722,553257.72468
03-0000046066,2.0,198684.55529,553267.57615
03-0000047362,2.0,185652.33799,545445.89323
03-0000009124,2.0,194016.21875,542132.65625
03-0000010582,2.0,194065.76563,542096.03125
03-0000019903,2.0,197820.76777,546653.98629
03-0000010563,2.0,192474.57315,543179.27221
03-0000020369,2.0,186704.15625,550247.59375
03-0000019423,2.0,186942.59267,550697.39057
03-0000014352,2.0,212577.231,545942.53675
03-0000020593,2.0,182556.44728,552630.27986
03-0000036312,2.0,206034.45601,553469.71779
03-0000034739,2.0,191440.68887,537576.82025
03-0000037740,2.0,191395.85025,537534.50276
03-0000047285,2.0,205856.09178,556395.48573
03-0000021244,2.0,203275.91334,558400.47514
03-0000048335,2.0,208175.4516,545318.90908
03-0000014662,2.0,213792.78125,549795.0
03-0000009634,2.0,194196.98589,549526.95582
03-0000009636,2.0,202584.85554,542981.52417
03-0000009637,2.0,202038.1568,542604.0399
03-0000009638,2.0,202006.85544,542589.87122
03-0000009641,2.0,201176.03149,546020.52227
03-0000009643,2.0,200846.06723,545850.36962
03-0000009650,2.0,201188.73619,546044.30167
03-0000009655,2.0,194088.16995,550178.92594
03-0000014236,2.0,208401.33573,546587.92853
03-0000009663,2.0,200800.82723,545305.77492
03-0000009666,2.0,191209.08536,550763.21629
03-0000009668,2.0,191183.31941,550773.47987
03-0000011323,2.0,195961.23588,548061.69467
03-0000009984,2.0,203305.19732,557061.41577
03-0000010473,2.0,203243.56091,541948.50664
03-0000010475,2.0,192466.65625,542247.46875
03-0000010476,2.0,204005.43654,541371.63501
03-0000010477,2.0,203040.01701,540713.47104
03-0000010478,2.0,200504.58312,551191.27785
03-0000010479,2.0,193393.36518,549789.36803
03-0000010483,2.0,190273.65502,542219.88021
03-0000035222,2.0,210983.6044,548087.04488
03-0000012752,2.0,204995.39063,544220.3125
03-0000012753,2.0,204836.85268,544141.87871
03-0000012754,2.0,204737.40502,543974.09108
03-0000054269,2.0,205025.38646,545274.26508
03-0000022810,2.0,201015.81288,556139.30514
03-0000022808,2.0,201028.43911,556092.1044
03-0000054283,2.0,201045.14677,556124.91587
03-0000046116,2.0,195890.56796,544299.25876
03-0000009223,2.0,192072.42417,544731.28791
03-0000016007,2.0,210944.84206,550259.70724
03-0000008626,2.0,186457.33243,544696.31803
03-0000048126,2.0,215099.2247,551096.982
03-0000028619,2.0,201358.37733,557848.59703
03-0000018518,2.0,185512.47891,548249.63978
03-0000033714,2.0,185328.11849,543775.23158
03-0000029154,2.0,189558.96059,546283.1695
03-0000057087,2.0,202334.53435,560068.27349
03-0000029123,2.0,194395.92195,550571.26243
03-0000013254,2.0,208884.41726,543054.65768
03-0000052645,2.0,202068.34835,552919.75262
03-0000036496,2.0,203776.67255,555979.62323
03-0000053038,2.0,193401.00701,555715.82941
03-0000052454,2.0,192480.39063,560388.78125
03-0000018610,2.0,188739.48438,547836.375
03-0000052474,2.0,185063.77813,550430.00877
03-0000023611,2.0,207588.95442,554991.11837
03-0000008823,2.0,192616.33333,544159.875
03-0000008828,2.0,192729.50594,546197.26219
03-0000008830,2.0,190918.32699,543096.70377
03-0000008831,2.0,192808.70523,544977.23963
03-0000026358,2.0,203285.01166,559814.72291
03-0000050645,2.0,203304.30913,559791.52322
03-0000010301,2.0,197525.3667,553193.59041
03-0000010303,2.0,199367.87529,543262.04814
03-0000010307,2.0,212193.45582,544136.86162
03-0000010309,2.0,198216.40891,553390.10546
03-0000010313,2.0,199709.88332,553496.41146
03-0000010314,2.0,191185.9009,552219.33479
03-0000009012,2.0,197553.53784,556443.02874
03-0000037859,2.0,207818.78436,558077.60454
03-0000019894,2.0,202752.45313,551574.125
03-0000046465,2.0,201289.26469,560092.81096
03-0000044860,2.0,209697.86455,555666.90042
03-0000026378,2.0,205869.68424,563048.46548
03-0000034030,2.0,212120.14018,544961.15503
03-0000023868,2.0,207460.46478,557251.46148
03-0000052021,2.0,194579.26563,545996.84375
03-0000052025,2.0,194571.52101,545998.60828
03-0000023287,2.0,206193.46971,555607.23504
03-0000013024,2.0,202602.14331,546386.28387
03-0000013081,2.0,204472.62824,547217.91421
03-0000034010,2.0,197237.14083,542961.16981
03-0000010379,2.0,194533.38654,542980.28032
03-0000044176,2.0,195242.54097,543234.99221
03-0000008737,2.0,187995.17885,545483.64711
03-0000008267,2.0,193190.49344,550509.56737
03-0000010315,2.0,212018.71875,544224.5
03-0000010317,2.0,199696.8125,553271.8125
03-0000010318,2.0,198206.05107,553035.4345
03-0000011665,6.0,193543.68679,543595.2717
03-0000018861,2.0,191793.58856,547890.72369
03-0000013246,2.0,206068.83785,544670.74827
03-0000014111,2.0,209228.7969,543877.5313
03-0000048572,2.0,195414.89063,549078.03125
03-0000048790,2.0,186242.89063,544095.3125
03-0000048656,2.0,197678.5485,548689.03487
03-0000011591,2.0,198473.83455,543511.53676
03-0000009767,2.0,210022.75567,545839.0901
03-0000008851,2.0,191443.61326,540519.0601
03-0000054837,2.0,191755.6594,539046.96577
03-0000054845,2.0,206443.64704,554835.67023
03-0000055359,2.0,195406.6508,545315.23599
03-0000054809,2.0,191497.6875,538819.09375
03-0000054811,2.0,191504.53125,538813.375
03-0000054813,2.0,206883.3625,550494.52499
03-0000017925,2.0,204607.40656,549595.22359
03-0000030555,2.0,205896.2846,551273.63186
03-0000054815,2.0,205901.60938,551278.3125
03-0000002005,2.0,182740.27016,551318.36006
03-0000020942,2.0,182774.65694,551314.98391
03-0000054847,2.0,206405.77702,554827.18335
03-0000014627,2.0,203485.10281,547228.46498
03-0000014113,2.0,205132.80695,543651.35538
03-0000014999,2.0,214933.10092,550840.96289
03-0000047286,2.0,211055.31616,541154.64658
03-0000015006,2.0,210900.50813,544521.34727
03-0000009672,2.0,201310.73287,542794.46204
03-0000008453,2.0,196129.58343,546087.60958
03-0000009410,2.0,183143.29098,552977.01155
03-0000009413,2.0,192446.86831,557439.45464
03-0000009414,2.0,193763.58209,556866.4451
03-0000009418,2.0,206003.21039,554228.91657
03-0000009422,2.0,210753.5394,548291.54703
03-0000009423,2.0,185878.88345,551721.92454
03-0000009424,2.0,198032.94615,552313.59943
03-0000008858,2.0,193195.02848,552634.20166
03-0000008860,2.0,189150.77583,544625.11121
03-0000008863,2.0,193054.6875,547206.4375
03-0000008874,2.0,192837.72555,544957.24833
03-0000030703,2.0,187185.8125,546235.90625
03-0000018973,2.0,191288.32549,547473.45751
03-0000054529,2.0,206670.90405,562433.72967
03-0000054768,2.0,194362.26563,550648.84375
03-0000055070,2.0,203793.77696,552312.55455
03-0000009136,2.0,193875.39666,542140.86231
03-0000056355,2.0,191732.96426,554736.60751
03-0000055728,2.0,200187.27347,552770.12207
03-0000055717,2.0,202456.51978,558015.84533
03-0000054287,2.0,194630.06657,544952.13435
03-0000010481,2.0,201981.95966,540325.19352
03-0000051102,2.0,198010.11823,551748.81365
03-0000012416,2.0,201409.86662,544693.95972
03-0000012421,2.0,201426.71135,544658.02949
03-0000034494,2.0,199859.57374,545593.91825
03-0000012681,2.0,199899.71875,545620.28125
03-0000042567,2.0,202062.14063,545314.0625
03-0000042564,2.0,202057.46875,545282.0625
03-0000042563,2.0,202054.26563,545264.125
03-0000042568,2.0,202086.45313,545245.8125
03-0000012468,2.0,200721.45313,546161.40625
03-0000012470,2.0,200746.40625,546181.0
03-0000044099,2.0,203752.96293,540651.59476
03-0000048180,2.0,203795.0351,540648.68465
03-0000036501,2.0,201400.89033,551123.35995
03-0000008878,2.0,202694.65008,552876.70163
03-0000008879,2.0,192934.3084,544976.62252
03-0000008883,2.0,190587.51546,544729.76769
03-0000008885,2.0,192858.78646,544220.09375
03-0000008886,2.0,197582.74845,553792.16189
03-0000008887,2.0,190033.45062,546093.2111
03-0000008889,2.0,197974.95847,550705.56675
03-0000008890,2.0,190060.71988,546207.37455
03-0000008892,2.0,190602.61614,544737.45697
03-0000008899,2.0,190574.40625,544753.8125
03-0000055067,2.0,203796.97322,552329.81817
03-0000055068,2.0,203798.23623,552330.22233
03-0000055213,2.0,201923.95313,555330.0
03-0000022084,2.0,200975.97498,554057.15962
03-0000025288,2.0,206886.91123,561642.22491
03-0000010602,2.0,195306.57813,542960.90625
03-0000024882,2.0,206444.43955,559091.22671
03-0000026744,2.0,206227.24416,562428.49818
03-0000058913,2.0,197710.84375,548487.15625
03-0000024707,2.0,205704.79136,559322.32459
03-0000009719,2.0,194290.35887,550494.24442
03-0000037995,2.0,195748.76395,546145.85542
03-0000009109,2.0,198949.99377,552280.10996
03-0000016661,2.0,203990.79029,551843.53308
03-0000010133,2.0,198839.15625,552856.34375
03-0000012236,2.0,202011.46027,542632.28253
03-0000011675,2.0,194616.62167,549981.88882
03-0000011685,2.0,192444.37643,552853.58591
03-0000002680,2.0,202942.89133,560783.48885
03-0000044737,2.0,205620.45498,537526.76639
03-0000024868,2.0,206417.67413,560227.42843
03-0000011533,2.0,191199.07813,539518.53125
03-0000017460,2.0,203794.77657,552309.96343
03-0000055072,2.0,203739.75409,552349.54323
03-0000021552,2.0,203744.24752,552346.68719
03-0000055074,2.0,203733.38099,552380.09631
03-0000015945,2.0,204965.35938,549986.1875
03-0000055076,2.0,204955.875,550002.65625
03-0000055459,2.0,202220.36031,555862.70563
03-0000015981,2.0,207796.14351,549795.91409
03-0000015983,2.0,204235.66793,549029.40459
03-0000015989,2.0,212884.58767,544037.54127
03-0000015997,2.0,197970.59582,550254.60561
03-0000016010,2.0,205596.38157,548581.31797
03-0000015785,2.0,209248.8125,546570.40625
03-0000017113,2.0,207493.34375,548207.75
03-0000009255,2.0,189757.15759,543488.70047
03-0000017119,2.0,206190.33526,548381.28959
03-0000044493,2.0,207726.04734,543706.91132
03-0000044491,2.0,209305.30845,544551.82511
03-0000017431,2.0,206346.29279,548308.22302
03-0000017432,2.0,206022.49728,548302.34557
03-0000049453,2.0,206054.67541,553703.21835
03-0000016025,2.0,206664.27643,549947.77403
03-0000016026,2.0,206633.22966,549935.95224
03-0000047756,2.0,194887.34375,551379.46875
03-0000047757,2.0,194923.39063,551399.625
03-0000047758,2.0,194923.62548,551398.41884
03-0000048724,2.0,203198.95313,554634.34375
03-0000043031,2.0,190232.34372,543222.93232
03-0000023372,2.0,204288.36601,557376.43935
03-0000046641,2.0,194522.96981,560197.44085
03-0000025710,2.0,202734.86307,562034.37713
03-0000026724,2.0,205776.65415,562263.49286
03-0000024609,2.0,206407.246,558014.86951
03-0000003639,2.0,205823.98343,539544.37148
03-0000003637,2.0,205829.21685,539565.54978
03-0000003638,2.0,205838.34546,539548.51021
03-0000055242,2.0,190243.56683,546706.16593
03-0000029559,2.0,202805.7492,545232.64506
03-0000009297,2.0,192199.95313,546115.625
03-0000010732,2.0,194094.3642,552246.97322
03-0000047717,2.0,210789.12689,549643.24354
03-0000044364,2.0,209327.20313,546467.4375
03-0000046458,2.0,201204.00457,560085.8896
03-0000015505,2.0,204057.78726,549099.39876
03-0000038242,2.0,199228.94563,552672.30414
03-0000024114,2.0,207174.7736,553545.67148
03-0000049394,2.0,193630.1982,542604.51761
03-0000024133,2.0,207495.79438,555864.24569
03-0000025532,2.0,205670.73342,561379.44536
03-0000019172,2.0,189252.29688,548380.5
03-0000046804,2.0,209796.82305,545390.53023
03-0000049553,21.0,202136.6121,551526.35525
03-0000022145,2.0,206030.37541,553704.31835
03-0000045347,2.0,208020.13115,555348.27056
03-0000016795,2.0,195482.76563,542177.4375
03-0000046653,2.0,194541.289,560833.45728
03-0000046652,2.0,194549.16294,560832.10893
03-0000053852,4.0,208274.34999,548589.49089
03-0000053854,4.0,208268.33703,548597.79974
03-0000053855,5.0,208286.19084,548609.45692
03-0000046095,5.0,205964.68916,545647.51929
03-0000029216,2.0,205598.22396,552578.98756
03-0000022703,2.0,203139.86687,555240.2772
03-0000029084,2.0,195544.5532,540878.28281
03-0000042446,2.0,193976.99167,551436.44013
03-0000029088,2.0,192130.72816,545122.87477
03-0000029090,2.0,184707.64934,543754.87206
03-0000046601,2.0,185197.02907,548923.3206
03-0000021429,2.0,204408.51664,554068.24832
03-0000022108,2.0,206216.11195,553240.29562
03-0000022109,2.0,206182.05217,553255.42328
03-0000022120,2.0,201931.80017,554077.19718
03-0000022121,2.0,199836.6477,554790.37042
03-0000059156,2.0,201884.59375,552813.9375
03-0000018055,2.0,187920.90806,547441.39893
03-0000048042,2.0,187713.4761,543448.99602
03-0000048932,2.0,190929.89804,545555.56412
03-0000054922,2.0,204667.64112,565317.11565
03-0000023586,2.0,206829.2693,556934.27311
03-0000018807,2.0,189787.83761,546513.97198
03-0000018697,2.0,190387.12433,547494.76167
03-0000014693,2.0,211268.22244,544671.12514
03-0000022825,2.0,201296.8994,556023.28606
03-0000014196,2.0,205958.60017,545647.14646
03-0000033835,2.0,193989.94512,555725.30313
03-0000025468,2.0,203404.93518,559934.8658
03-0000034368,2.0,199340.57813,551877.5
03-0000033252,2.0,191578.13562,550316.31098
03-0000006071,2.0,191595.6884,550277.66859
03-0000010824,2.0,193028.86919,551544.99127
03-0000033020,2.0,193052.96919,551522.88629
03-0000004648,2.0,193041.56919,551507.19798
03-0000010783,2.0,193019.56919,551521.29127
03-0000021419,2.0,197394.53518,546847.28131
03-0000019566,2.0,197417.96572,546815.75494
03-0000029096,2.0,186766.89863,551135.73605
03-0000029098,2.0,192379.18038,544360.62494
03-0000029099,2.0,190745.74453,539658.31391
03-0000029106,2.0,195883.25099,549712.18363
03-0000029113,2.0,193941.66287,552204.12802
03-0000029114,2.0,193936.4494,552238.10476
03-0000020736,2.0,206669.99882,551416.34912
03-0000020740,2.0,203352.37114,558652.52575
03-0000020741,2.0,187955.52287,548732.79346
03-0000043458,2.0,207951.74139,550222.97758
03-0000016036,2.0,205168.89183,549899.44932
03-0000017225,2.0,208317.6221,548973.88294
03-0000015907,2.0,197664.42335,549524.45977
03-0000035262,2.0,212670.95313,549813.03125
03-0000016395,2.0,212341.92188,549596.21875
03-0000022857,2.0,197051.13616,543162.73329
03-0000022864,2.0,203751.28326,553323.2922
03-0000022876,2.0,200399.26858,556540.46451
03-0000035798,2.0,186786.50432,550392.36734
03-0000030270,2.0,199174.95576,546963.86428
